excel_row,route_name,input,found,type,description,lat,lon,error
37,Курск 3,"305025, Курская область, город Курск, Магистральный проезд, 1А","Магистральный проезд, 1а",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",51.649083,36.136697,
38,Курск 3,"305025, Курская область, город Курск, Магистральный проезд, 3","Магистральный проезд, 3",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",51.649181,36.137982,
39,Курск 3,"307030, Курская область, Медвенский район, поселок городского типа Медвенка, улица Певнева, 98","улица Певнева, 98",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",51.415678,36.135675,
42,Курск 3,"307051, Курская область, Медвенский район, село Любицкое",Любицкое,locality,"<span class=""accuracy-tag tag-locality"">🏘️ Населенный пункт — средняя точность</span>",51.53105,36.416116,
43,Курск 3,"306230, Курская область, Обоянский район, город Обоянь, Курская улица, 134 Б/3","Курская улица, 134",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",51.221004,36.250186,
44,Курск 3,"306230, Курская область, Обоянский район, город Обоянь, Курская улица, 2","Курская улица, 2",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",51.209479,36.259467,
45,Курск 3,"306230, Курская область, Обоянский район, город Обоянь, улица Ленина, 98","улица Ленина, 98",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",51.216507,36.300837,
48,Курск 3,"306230, Курская область, Обоянский район, город Обоянь, улица Ленина, 104","улица Ленина, 104",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",51.215794,36.297961,
49,Курск 3,"306230, Курская область, Обоянский район, город Обоянь, улица Ленина, 169","улица Ленина, 169",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",51.221023,36.307905,
50,Курск 3,"306137, Курская область, Солнцевский район, село Зуевка, Центральная улица, 8а","Центральная улица, 8а",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",51.402129,36.775663,
52,Курск 3,"306137, Курская область, Солнцевский район, село Зуевка, улица Погореловка, 10","улица Погореловка, 10",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",51.407288,36.779586,
55,Курск 3,"307000, Курская область, Мантуровский район, село Мантурово, улица Ленина, 47А","улица Ленина, 47а",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",51.453104,37.11669,
56,Курск 3,"307060, Курская область, Тимский район, село Выгорное 1-е, Станционная улица, 54А","Станционная улица, 54а/1",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",51.629325,37.126761,
