excel_row,route_name,input,found,type,description,lat,lon,error
104,Курск 4,"306800, Курская область, Горшеченский район, рабочий поселок Горшечное, Октябрьская улица, 10","Октябрьская улица, 10",building,🏠 Здание — высокая точность,51.521342,38.020735,
105,Курск 4,"306600, Курская область, Советский район, рабочий поселок Кшенский, Ленина улица, 7б","улица Ленина, 7",building,🏠 Здание — высокая точность,51.85192,37.727313,
106,Курск 4,"306440, Курская область, Черемисиновский район, поселок городского типа Черемисиново, Дзержинского улица, 2",улица Дзержинского,street,📍 Улица — средняя точность,51.880354,37.245633,
108,Курск 4,"306530, Курская область, город Щигры, Ленина улица, 1","улица Ленина, 1",building,🏠 Здание — высокая точность,51.872441,36.918668,
109,Курск 4,"306530, Курская область, город Щигры, Ленина улица, 5А","улица Ленина, 5а",building,🏠 Здание — высокая точность,51.872126,36.917853,
110,Курск 4,"306530, Курская область, город Щигры, Макарова улица, 10","улица Макарова, 10",building,🏠 Здание — высокая точность,51.880861,36.891097,
112,Курск 4,"305044, Курская область, город Курск, Станционная улица, 41","Станционная, 41",building,🏠 Здание — высокая точность,51.739943,36.230609,
114,Курск 4,"305044, Курская область, город Курск, Станционная улица, 41","Станционная, 41",building,🏠 Здание — высокая точность,51.739943,36.230609,
115,Курск 4,"Курская область, город Курск, Соловьиная улица, 49","Соловьиная, 49",building,🏠 Здание — высокая точность,51.727182,36.248307,
116,Курск 4,"305022, Курская область, город Курск, Республиканская улица, 1Б","Универсальный, торговый комплекс",building,🏠 Здание — высокая точность,51.742497,36.235259,
118,Курск 4,"305022, Курская область, город Курск, 2-я Рабочая улица, 21","Рабочая 2-я улица, 21",building,🏠 Здание — высокая точность,51.740462,36.244694,
120,Курск 4,"305022, Курская область, город Курск, 2-я Рабочая улица, 21","Рабочая 2-я улица, 21",building,🏠 Здание — высокая точность,51.740462,36.244694,
122,Курск 4,"305023, Курская область, город Курск, Литовская улица, 2-Е","Литовская улица, 2е",building,🏠 Здание — высокая точность,51.708962,36.18247,
123,Курск 4,"305019, Курская область, город Курск, Малых улица, 5А","улица Малых, 5а",building,🏠 Здание — высокая точность,51.721299,36.190968,
124,Курск 4,"305040, Курская область, город Курск, Запольная улица, 54","Запольная, 54",building,🏠 Здание — высокая точность,51.742731,36.153378,
125,Курск 4,"305007, Курская область, город Курск, Энгельса улица, 103","улица Энгельса, 103",building,🏠 Здание — высокая точность,51.707759,36.165146,
